productid	brand	RAM_GB	HDD_GB	GHz	price
617805	MSI	8	1000	2.5	63900
617833	Asus	4	2000	3.2	80900
617940	MSI	8	500	3.2	62900
618088	HP	4	1000	3	60900
618255	Asus	4	2000	3.2	79900
618603	Lenovo	16	2000	3.2	68900
618612	asus	16	1000	3.2	80900
619022	DELL	4	1000	3	75900
619361	MSI	4	2000	3.2	80900
619755	asus	16	2000	3	74900
619947	Dell	8	1000	2.3	64900
620007	Lenovo	4	2000	3	58900
620142	MSI	8	500	3.2	72900
620293	Asus	16	1000	2.3	52900
620418	Acer	16	500	3	66900
620523	unknown	4	1000	2.5	56900
620588	Microsoft	16	500	3.2	83900
620683	Acer	16	500	3	65900
620689	HP	8	2000	3	80900
620754	Toshiba	8	500	3.2	75900
620865	hp	4	1000	3.2	67900
620879	Lenovo	4	500	3.2	59900
620985	Samsung	8	1000	2.3	53900
621119	Asus	8	2000	1.8	41900
621608	Lenovo	8	2000	3	55900
621618	Lenovo	16	500	2.3	44900
621838	HP	4	1000	3	69900
622000	DELL	8	500	3.2	89900
622129	Samsung	16	500	3.2	81900
622240	HP	4	1000	2.5	46900
622274	Apple	16	500	3.2	139900
622632	DELL	4	1000	1.8	52900
622745	MSI	16	1000	1.8	56900
624265	Toshiba	4	500	2.5	48900
624595	Acer	4	500	2.5	48900
624666	Lenovo	8	2000	3	61900
624746	hp	8	500	3	64900
624901	Acer	16	500	3.2	90900
625035	Samsung	16	500	3	80900
625339	Dell	16	500	1.8	70900
625356	Acer	16	2000	3	77900
625532	hp	8	500	2.3	52900
625538	Samsung	4	1000	1.8	40900
625993	hp	16	500	1.8	43900
626058	Asus	8	2000	2.5	69900
626075	Asus	16	2000	2.3	59900
626110	Apple	4	500	1.8	92900
626222	DELL	8	500	2.5	72900
626341	Apple	8	2000	3	140900
626682	asus	8	2000	3.2	91900
626705	Apple	16	2000	1.8	122900
627276	Dell	8	1000	1.8	63900
627344	Toshiba	8	2000	3.2	88900
628111	Samsung	4	1000	2.5	49900
628177	Dell	4	2000	1.8	62900
628204	MSI	16	1000	2.5	59900
628418	Apple	4	500	3.2	131900
628533	hp	8	2000	2.5	65900
628685	DELL	16	2000	1.8	68900
628714	HP	8	2000	2.3	54900
628761	MSI	8	1000	3	71900
629127	Microsoft	4	2000	2.3	49900
629642	hp	16	500	2.5	71900
629866	Toshiba	8	500	1.8	41900
630043	DELL	4	1000	2.5	70900
630143	HP	4	500	3	63900
630156	Dell	16	500	3.2	94900
630163	Lenovo	16	500	2.5	41900
630247	Microsoft	4	1000	3	67900
630501	DELL	16	2000	2.3	72900
630599	hp	4	1000	1.8	41900
630609	Microsoft	4	2000	3	67900
630783	Asus	16	1000	3.2	85900
630892	Apple	4	2000	3.2	140900
631025	HP	8	1000	2.5	58900
631070	Microsoft	16	1000	3.2	89900
631087	asus	4	2000	2.5	54900
631197	Microsoft	4	1000	3.2	76900
631285	Acer	4	500	1.8	25900
631334	MSI	16	2000	3	83900
631361	Toshiba	4	1000	3.2	71900
631484	Toshiba	16	500	2.3	48900
631643	Microsoft	8	2000	2.5	58900
631693	MSI	8	500	3	64900
631937	Lenovo	8	2000	1.8	40900
632376	HP	16	1000	2.3	54900
632556	hp	4	500	3.2	68900
632755	Samsung	16	2000	2.3	62900
633257	Apple	8	500	2.3	111900
633633	Lenovo	4	1000	3	42900
633643	Toshiba	16	2000	3	79900
633966	HP	4	1000	1.8	44900
634091	MSI	16	1000	3	71900
634775	Asus	16	2000	2.5	62900
634847	Asus	16	2000	2.3	61900
634865	asus	8	1000	3	74900
634865	asus	8	1000	3	74900
635208	Apple	16	1000	3.2	152900
635434	Apple	16	1000	3	139900
635469	Lenovo	8	1000	2.3	42900
635545	Dell	16	2000	2.5	81900
635675	Acer	16	2000	3	82900
635763	hp	4	2000	2.5	64900
635819	Dell	16	1000	1.8	57900
635856	DELL	4	1000	3	83900
636006	hp	4	1000	1.8	32900
636160	MSI	16	500	1.8	45900
636409	hp	4	1000	2.3	46900
636479	Asus	16	2000	2.5	68900
636638	Acer	8	2000	3.2	90900
636770	Acer	8	500	3.2	77900
637185	Acer	8	2000	1.8	51900
637213	Toshiba	16	2000	3	73900
637463	HP	16	1000	1.8	52900
637774	Toshiba	16	1000	2.3	50900
637844	HP	16	1000	3	73900
638257	hp	4	1000	3	58900
638448	Asus	8	2000	1.8	35900
638576	DELL	16	500	3	85900
638778	Asus	16	2000	2.5	74900
638793	asus	8	1000	3.2	78900
639204	MSI	4	2000	3	68900
639262	Microsoft	16	1000	2.5	68900
639597	Microsoft	8	500	3	65900
639672	Lenovo	8	1000	2.3	33900
639681	asus	8	1000	3.2	80900
639763	Lenovo	4	500	2.5	30900
639999	hp	4	500	3	66900
640004	Acer	8	2000	2.3	53900
640010	Dell	4	2000	2.5	74900
640130	HP	16	500	3.2	81900
640216	unknown	8	2000	3.2	87900
640506	hp	16	2000	1.8	55900
641148	Apple	16	2000	2.3	124900
641480	Asus	4	500	2.3	33900
641621	Acer	4	500	1.8	31900
641715	MSI	16	500	2.3	54900
641954	Toshiba	8	1000	3	65900
642098	Lenovo	4	500	1.8	19900
642164	hp	4	2000	1.8	42900
642164	hp	4	2000	1.8	42900
642664	Samsung	4	1000	2.5	50900
642756	HP	4	500	2.3	39900
643079	hp	8	1000	2.5	60900
643184	Acer	4	2000	3	68900
643484	asus	16	500	2.5	62900
643510	Acer	8	2000	3	67900
643533	Dell	4	500	2.3	51900
643604	Dell	8	500	2.3	64900
643653	Asus	16	2000	2.5	62900
643960	hp	4	1000	1.8	35900
644577	Lenovo	8	2000	3.2	67900
644581	Samsung	8	500	2.5	58900
645120	HP	4	1000	3	70900
645136	asus	16	500	3.2	87900
645237	Lenovo	8	500	2.3	30900
645455	Toshiba	16	1000	3.2	87900
645649	Microsoft	8	2000	2.5	64900
645706	MSI	4	2000	2.5	63900
645739	MSI	16	1000	3.2	77900
645835	Toshiba	8	500	1.8	35900
646065	HP	4	1000	1.8	36900
646123	Microsoft	8	500	2.3	39900
646139	Acer	16	1000	1.8	50900
646203	Microsoft	4	2000	2.3	49900
646495	HP	8	500	2.3	47900
646667	Samsung	8	500	3.2	72900
646880	HP	8	500	3	71900
646914	DELL	16	2000	2.3	74900
647490	Microsoft	8	2000	3	73900
647522	Lenovo	4	2000	2.3	41900
647683	DELL	8	500	3	80900
647766	Samsung	4	500	1.8	33900
648007	Toshiba	16	500	3.2	85900
648192	HP	8	500	3	64900
648262	unknown	8	500	3	124900
648458	Samsung	4	1000	2.3	46900
648635	Dell	16	1000	3	86900
648815	Lenovo	4	2000	1.8	23900
648925	Toshiba	16	500	2.3	60900
649048	Toshiba	8	1000	1.8	48900
649147	Acer	16	2000	1.8	53900
649167	DELL	8	1000	2.5	75900
649215	HP	8	500	2.5	52900
649231	Toshiba	16	500	2.3	52900
649403	Microsoft	16	2000	1.8	60900
649441	DELL	16	500	3	91900
649572	DELL	16	500	2.5	76900
649857	Samsung	8	2000	2.3	55900
650248	Microsoft	16	1000	3.2	82900
650314	Acer	4	500	3.2	73900
650512	Dell	4	2000	3	82900
650607	Asus	16	500	2.3	46900
650612	Asus	4	500	3.2	67900
650739	Dell	8	2000	3.2	104900
650802	Microsoft	16	1000	2.5	67900
650925	hp	4	500	2.3	42900
651003	DELL	8	500	3	80900
651049	asus	16	500	3.2	77900
651074	Acer	16	2000	2.3	74900
651152	Acer	16	500	2.3	52900
651218	Microsoft	16	500	3.2	77900
651346	Apple	8	2000	3	140900
651395	Microsoft	8	1000	1.8	45900
651535	HP	4	2000	2.3	43900
651549	Acer	8	500	1.8	44900
652210	MSI	16	1000	2.3	50900
652457	HP	8	2000	2.3	59900
652487	HP	4	500	2.5	56900
652544	Samsung	16	500	2.5	43900
652772	Apple	16	2000	2.5	129900
652827	DELL	8	1000	3.2	99900
653341	Lenovo	4	500	3.2	54900
653617	Dell	16	2000	2.3	79900
653678	Lenovo	4	500	1.8	18900
653896	Microsoft	4	1000	2.3	48900
654090	Apple	16	2000	2.3	131900
654102	Apple	16	2000	3	147900
655112	Lenovo	4	500	3	51900
655192	Lenovo	4	500	3	39900
655365	Apple	8	1000	3	132900
655587	Toshiba	4	2000	1.8	44900
655840	asus	4	1000	3.2	69900
655982	HP	8	500	3	60900
656133	Dell	8	2000	3	89900
656177	Samsung	4	1000	3.2	75900
656441	Microsoft	4	500	3	62900
656533	Dell	8	2000	3.2	99900
656582	Samsung	8	500	2.3	42900
656931	HP	16	2000	2.3	64900
657048	Asus	4	500	1.8	34900
657059	HP	8	1000	2.3	54900
657176	Microsoft	16	2000	2.3	61900
657360	Lenovo	4	2000	3	50900
657360	Lenovo	4	2000	3	50900
658009	hp	4	2000	3	64900
658210	Microsoft	16	500	2.5	58900
658436	Lenovo	8	500	2.5	50900
658502	hp	8	1000	3.2	83900
658620	Samsung	8	1000	1.8	40900
658640	Microsoft	8	500	3.2	85900
659224	Acer	4	1000	2.3	45900
659540	DELL	8	1000	1.8	60900
659687	Toshiba	8	1000	3	72900
659770	DELL	8	500	2.5	71900
659807	Asus	8	500	2.3	51900
659815	Asus	8	2000	2.5	65900
660050	Asus	16	1000	3.2	81900
660125	HP	4	500	1.8	38900
660396	HP	4	2000	2.5	53900
660425	DELL	16	2000	1.8	62900
660484	Samsung	8	2000	2.3	60900
660528	hp	4	2000	3.2	77900
660742	HP	16	500	2.3	50900
660775	Acer	4	500	2.5	48900
661058	asus	8	2000	3.2	76900
661081	Toshiba	4	500	3.2	67900
661083	Toshiba	8	500	3	65900
661097	Lenovo	4	2000	3.2	64900
661196	Acer	8	1000	3	74900
661274	unknown	4	1000	3.2	66900
661494	MSI	8	1000	2.5	63900
661681	Dell	8	500	1.8	51900
661794	Acer	16	1000	3	74900
661844	Asus	4	500	2.3	38900
661987	unknown	4	1000	2.3	52900
661999	hp	4	1000	3.2	69900
662196	Toshiba	4	500	3	54900
662247	Toshiba	8	2000	2.3	55900
662260	Lenovo	8	1000	1.8	33900
662333	Acer	16	1000	1.8	54900
662381	HP	8	2000	1.8	53900
662620	MSI	16	500	1.8	44900
662624	hp	4	500	1.8	28900
662858	Dell	8	2000	2.3	59900
662877	Microsoft	8	2000	3.2	83900
663059	Samsung	4	500	3.2	64900
663171	DELL	4	500	3	68900
663273	Apple	16	1000	3.2	153900
663387	Samsung	8	1000	1.8	38900
663509	DELL	16	1000	2.3	75900
663513	MSI	4	1000	2.3	42900
663513	MSI	4	1000	2.3	42900
663555	Toshiba	4	1000	2.3	44900
663556	hp	8	1000	1.8	37900
663632	Microsoft	16	1000	3.2	82900
663677	Toshiba	16	2000	1.8	53900
663768	Apple	8	500	3.2	136900
664221	Microsoft	4	500	2.3	43900
664445	Lenovo	4	500	1.8	17900
664540	Lenovo	4	2000	1.8	26900
664557	Toshiba	16	500	3.2	85900
664678	MSI	16	1000	3	71900
664721	hp	4	500	2.5	48900
664739	Microsoft	4	2000	2.5	60900
665281	hp	8	2000	1.8	48900
665337	Toshiba	16	2000	2.5	72900
665422	Samsung	8	500	1.8	40900
665459	Apple	16	1000	2.5	132900
665588	Toshiba	8	2000	3.2	76900
666424	Microsoft	16	1000	3.2	78900
666631	Acer	8	1000	3	59900
666728	Toshiba	16	500	3.2	77900
666767	DELL	8	500	3	87900
666793	Asus	16	2000	3.2	88900
666992	Asus	16	1000	3	71900
667053	Apple	8	500	3.2	142900
667258	Microsoft	16	2000	1.8	53900
667514	Microsoft	8	500	1.8	41900
667840	asus	4	500	3	67900
667963	Lenovo	4	1000	1.8	20900
668132	Lenovo	16	2000	3	64900
668162	MSI	8	500	2.3	49900
668341	Lenovo	8	2000	1.8	31900
668421	Microsoft	16	2000	1.8	56900
668890	MSI	4	2000	2.3	51900
668896	Acer	4	500	1.8	31900
669431	Dell	16	500	3	93900
669543	Microsoft	4	1000	2.5	56900
669845	Dell	8	1000	1.8	57900
670156	Lenovo	4	2000	3.2	63900
670266	MSI	4	2000	3.2	75900
670326	DELL	8	2000	2.3	79900
670563	DELL	4	1000	2.3	59900
671015	Lenovo	8	2000	3	55900
671046	Acer	8	2000	3.2	85900
671127	Microsoft	4	500	2.5	48900
671192	Apple	4	2000	3	128900
671235	HP	8	1000	2.3	50900
671310	Microsoft	8	1000	1.8	41900
671548	Samsung	16	1000	3	72900
671624	hp	8	2000	2.5	57900
671634	HP	4	500	2.5	39900
671972	Dell	4	2000	2.5	75900
672011	Acer	16	2000	3	80900
672229	asus	8	2000	3.2	82900
672440	Microsoft	8	2000	3.2	84900
672512	Apple	4	2000	2.5	126900
672548	hp	16	1000	2.3	59900
672599	HP	16	500	1.8	45900
672618	Microsoft	16	1000	2.5	73900
672985	Toshiba	16	2000	3.2	86900
673393	Lenovo	16	1000	1.8	40900
673406	Apple	16	1000	3	140900
673448	hp	8	2000	3	67900
673802	hp	4	2000	2.5	57900
673904	MSI	8	500	3	64900
673936	hp	16	500	3.2	85900
673975	Asus	16	500	3	68900
674004	Dell	4	2000	3	85900
674195	Lenovo	8	500	3	49900
674470	Samsung	8	2000	2.5	70900
674497	HP	4	1000	3	64900
674546	asus	16	2000	2.3	59900
674654	Lenovo	16	1000	2.5	46900
674980	Microsoft	16	2000	1.8	61900
675012	Asus	8	2000	3	70900
675069	Samsung	4	500	1.8	40900
675318	hp	4	2000	1.8	46900
675335	asus	16	2000	2.5	73900
675468	HP	4	500	1.8	37900
675684	Toshiba	8	2000	3	65900
675723	HP	8	1000	1.8	37900
675732	Lenovo	16	500	2.5	48900
675802	asus	8	500	2.5	53900
675965	DELL	4	2000	1.8	60900
676063	Lenovo	4	1000	2.3	28900
676257	DELL	4	500	2.5	64900
676280	Acer	4	2000	2.3	45900
676935	Acer	4	500	3	60900
677162	MSI	16	1000	2.5	67900
677468	Dell	4	500	2.3	53900
677561	asus	4	2000	2.5	64900
677613	asus	8	2000	2.5	58900
677654	Toshiba	4	500	3	59900
677752	hp	16	1000	3	77900
677901	Samsung	8	1000	3.2	74900
678192	Apple	16	2000	2.3	122900
678424	Microsoft	4	500	2.3	41900
678443	HP	4	1000	2.5	56900
678952	hp	4	1000	1.8	35900
678980	Acer	8	500	3	68900
678989	Microsoft	16	1000	2.5	62900
679066	Toshiba	8	500	2.3	50900
679335	Acer	4	1000	3	62900
679336	asus	4	500	2.5	45900
679366	Apple	16	500	1.8	112900
679407	Dell	16	2000	3.2	103900
679885	Dell	16	2000	3	88900
680096	MSI	16	1000	2.3	61900
680096	MSI	16	1000	2.3	61900
680129	Samsung	4	500	1.8	32900
680562	Toshiba	16	500	2.5	63900
680599	MSI	8	500	2.3	49900
680710	Microsoft	16	500	3.2	78900
680813	Apple	4	2000	1.8	110900
680925	DELL	8	500	2.3	65900
680940	HP	16	500	3	77900
681122	Samsung	4	500	2.3	44900
681293	HP	8	1000	3	63900
681415	MSI	4	2000	3	74900
681621	MSI	4	1000	1.8	41900
681635	asus	4	1000	3.2	72900
681827	Samsung	8	1000	1.8	50900
682134	MSI	8	1000	1.8	43900
682318	asus	8	500	1.8	42900
682343	hp	4	2000	3.2	72900
682734	MSI	8	500	3	69900
682817	hp	16	500	3	70900
683017	HP	4	1000	2.5	55900
683379	asus	16	2000	2.3	62900
683548	Lenovo	4	2000	2.5	36900
683810	Acer	16	1000	2.5	67900
683814	Apple	4	500	1.8	99900
683837	Acer	4	500	3	63900
683874	Microsoft	16	2000	2.3	70900
683939	Toshiba	16	1000	1.8	45900
684120	Microsoft	4	2000	3	61900
684227	Toshiba	4	500	2.3	45900
684288	asus	4	1000	3.2	80900
684330	HP	4	500	3.2	62900
684407	Microsoft	8	2000	3	71900
684443	DELL	4	2000	2.5	70900
684567	Acer	8	500	1.8	44900
684742	Microsoft	4	500	2.3	43900
684778	Apple	16	2000	1.8	120900
685021	asus	4	500	2.5	55900
685065	Lenovo	4	2000	3	56900
685071	Apple	16	500	2.3	115900
685225	Samsung	4	500	2.5	53900
685275	Microsoft	16	1000	3.2	81900
685700	MSI	4	2000	2.3	47900
685787	Dell	8	1000	2.3	69900
686015	hp	16	1000	2.3	57900
686322	HP	4	1000	1.8	38900
686435	Apple	4	500	1.8	100900
686453	Apple	8	500	1.8	109900
686454	Apple	16	2000	1.8	122900
686528	Toshiba	4	2000	3	72900
686528	Toshiba	4	2000	3	72900
686726	hp	16	1000	3	69900
686868	HP	16	1000	1.8	52900
687265	Acer	16	500	3	80900
687297	DELL	16	2000	3.2	102900
687658	HP	4	1000	3	64900
687726	HP	4	2000	1.8	42900
687950	Dell	16	2000	2.3	72900
688047	hp	16	500	2.5	56900
688088	Asus	4	2000	3	68900
688199	hp	8	1000	1.8	46900
688336	Asus	4	2000	2.5	54900
688430	hp	4	500	2.3	41900
688482	Microsoft	16	500	2.5	57900
688869	Lenovo	8	500	3	50900
688879	DELL	4	2000	3	79900
689531	Lenovo	8	2000	3.2	76900
689913	MSI	16	2000	2.3	64900
689956	Asus	8	500	3	67900
689996	Acer	4	1000	1.8	39900
690031	Toshiba	16	2000	2.3	65900
690037	Apple	4	2000	3.2	142900
690106	DELL	8	2000	1.8	61900
690132	HP	8	500	1.8	36900
690259	Apple	8	2000	3.2	148900
690265	hp	16	1000	2.5	61900
690277	Asus	8	500	1.8	40900
690286	Acer	16	2000	2.5	65900
690286	Acer	16	2000	2.5	65900
690370	Microsoft	4	500	3	66900
690399	Microsoft	4	2000	2.5	56900
690569	Samsung	8	1000	3	63900
690602	Dell	4	2000	1.8	53900
690884	hp	4	500	1.8	38900
690907	HP	4	500	3.2	70900
691300	Apple	8	1000	2.5	122900
691379	Samsung	16	1000	1.8	50900
691379	Samsung	16	1000	1.8	50900
691414	HP	16	500	3.2	80900
692612	hp	4	2000	1.8	46900
692820	Dell	16	2000	1.8	72900
692852	HP	16	1000	3	75900
692919	hp	4	500	2.3	38900
693179	Samsung	16	500	1.8	42900
693435	unknown	16	1000	3.2	81900
693762	Acer	16	2000	2.3	64900
693830	Lenovo	8	1000	3	56900
693884	Acer	8	500	3	66900
694270	Apple	8	1000	2.3	116900
694307	asus	8	1000	1.8	47900
694600	HP	8	500	2.3	51900
694688	HP	16	1000	3.2	86900
694809	HP	4	1000	2.3	43900
694926	Dell	8	500	3	84900
694942	Toshiba	4	2000	3.2	76900
695051	Samsung	4	2000	2.3	47900
695129	Asus	4	500	1.8	32900
695286	MSI	16	500	3	68900
695371	asus	4	1000	2.5	56900
695752	Dell	16	1000	2.3	71900
695784	Asus	8	500	3	66900
695831	Dell	4	1000	1.8	46900
695845	Asus	8	2000	2.3	53900
696563	DELL	4	1000	1.8	49900
696566	Microsoft	4	1000	3	60900
696667	Toshiba	16	1000	2.3	60900
697038	Microsoft	8	500	1.8	39900
697171	Microsoft	4	500	3	59900
697320	HP	4	500	1.8	31900
697520	asus	16	500	2.5	59900
697647	DELL	16	1000	2.3	77900
697854	Apple	4	500	3	124900
697857	Samsung	4	2000	3.2	86900
697990	Acer	8	500	2.3	53900
698148	MSI	4	1000	3.2	75900
698170	hp	8	1000	2.5	59900
698397	Samsung	16	2000	3.2	89900
698531	DELL	8	1000	3	85900
698713	Toshiba	4	500	3.2	68900
698902	Microsoft	16	1000	3.2	82900
698944	Acer	16	1000	2.5	57900
699075	Apple	4	2000	2.5	126900
699192	Apple	4	1000	1.8	99900
699417	HP	8	2000	3.2	84900
699642	HP	8	1000	3	69900
699927	Acer	16	2000	2.3	67900
700157	DELL	4	2000	2.5	71900
700163	DELL	8	1000	3.2	91900
700280	DELL	4	1000	2.5	64900
700456	Microsoft	4	500	1.8	36900
700635	asus	16	2000	3	75900
700746	DELL	16	2000	2.5	84900
700823	MSI	4	500	2.5	42900
700907	Apple	16	500	1.8	117900
701024	Toshiba	16	500	2.5	55900
701065	Samsung	4	1000	1.8	44900
701279	hp	8	500	1.8	35900
701746	Asus	8	2000	3.2	84900
701852	DELL	4	1000	1.8	56900
702203	Dell	4	2000	2.3	56900
702496	Apple	8	1000	2.5	125900
702497	Toshiba	16	500	3.2	88900
702505	Apple	16	500	3	141900
702521	Samsung	4	1000	2.3	49900
702548	DELL	16	1000	2.5	85900
703044	DELL	4	2000	3	82900
703081	Samsung	16	1000	3.2	94900
703383	MSI	4	2000	2.5	62900
704303	Dell	16	2000	3	92900
704500	Lenovo	4	500	1.8	14900
704545	Asus	4	1000	1.8	36900
704685	HP	8	2000	3	75900
705064	HP	8	1000	3	71900
705273	hp	16	1000	1.8	49900
705274	DELL	16	2000	3	93900
705302	HP	16	2000	3.2	89900
705572	Asus	16	500	3	71900
705629	Apple	4	2000	2.5	122900
705840	Lenovo	16	500	2.3	40900
705857	HP	16	2000	1.8	54900
705947	MSI	4	2000	2.3	44900
705992	Toshiba	4	2000	3	59900
706177	Asus	16	1000	3.2	80900
706252	Lenovo	16	1000	3	54900
706277	Lenovo	4	2000	2.3	33900
706563	Asus	4	500	2.3	39900
706602	HP	4	1000	2.3	45900
706736	Acer	16	2000	2.5	71900
706742	Microsoft	4	2000	3.2	78900
707179	Microsoft	8	1000	3	61900
707598	Apple	8	500	3.2	138900
707668	DELL	8	1000	3	90900
707804	hp	16	1000	1.8	46900
708084	Dell	8	2000	1.8	53900
708099	Dell	4	1000	2.5	67900
708100	Lenovo	16	500	3.2	69900
708104	hp	16	2000	3	81900
708108	Dell	4	1000	2.3	64900
708544	Lenovo	16	1000	3.2	67900
708723	Asus	8	500	3.2	75900
708734	Apple	4	1000	1.8	106900
708869	hp	4	1000	1.8	39900
708936	hp	16	500	3.2	80900
709684	asus	16	1000	3	75900
709703	Toshiba	8	1000	2.5	59900
709703	Toshiba	8	1000	2.5	59900
710030	Apple	4	2000	2.5	116900
710261	MSI	4	500	1.8	31900
710269	Acer	4	2000	2.5	55900
710497	HP	4	1000	3	59900
710790	Microsoft	4	2000	3.2	81900
710908	Dell	4	500	2.3	47900
711042	hp	8	500	3.2	76900
711133	HP	8	500	3.2	78900
711291	Dell	4	500	2.3	58900
711544	DELL	8	500	2.3	62900
711989	Asus	8	1000	1.8	42900
712189	MSI	4	2000	3	67900
712195	Apple	4	500	2.3	113900
712278	MSI	16	1000	2.3	48900
712323	unknown	4	500	1.8	48900
712406	MSI	4	1000	2.3	41900
712476	Asus	4	1000	1.8	46900
712562	hp	8	500	3	61900
712973	Toshiba	8	1000	2.5	56900
712976	Samsung	4	2000	1.8	47900
712982	HP	8	1000	3.2	82900
713033	unknown	8	500	3.2	71900
713068	Acer	4	1000	2.3	44900
713257	Apple	16	1000	2.5	132900
713303	Acer	4	2000	3	71900
713443	Lenovo	16	500	3	58900
713602	HP	4	2000	3	68900
713631	Acer	8	500	2.5	53900
713645	Dell	4	2000	1.8	59900
713732	Asus	4	2000	2.5	66900
713865	Asus	4	500	3.2	72900
714108	MSI	8	2000	3.2	84900
714372	Apple	16	1000	3	138900
714450	hp	8	500	2.3	46900
715022	Lenovo	16	2000	3	71900
715197	Asus	16	2000	3	75900
715405	DELL	16	1000	1.8	60900
715625	Microsoft	4	2000	1.8	39900
715812	Samsung	4	1000	1.8	38900
715875	MSI	16	500	1.8	46900
715985	DELL	8	1000	1.8	62900
716142	DELL	8	1000	3	87900
716276	Apple	8	1000	2.5	125900
716973	Acer	16	2000	3.2	89900
717017	HP	16	2000	2.5	66900
717048	hp	8	2000	3	72900
717257	Apple	4	1000	2.3	115900
717272	asus	16	500	2.3	54900
717327	Apple	16	500	3	137900
717344	Apple	16	500	2.3	117900
717623	HP	8	1000	3	69900
717643	Acer	8	500	3.2	80900
717967	DELL	8	1000	2.5	69900
718068	Apple	8	1000	2.3	121900
718100	hp	4	2000	3	65900
718352	Asus	16	500	2.5	62900
718368	Acer	8	1000	2.3	47900
718523	HP	4	1000	2.5	53900
718595	DELL	8	2000	3.2	99900
718773	Asus	8	2000	2.3	58900
719071	Acer	16	1000	3	77900
719240	Apple	4	2000	3.2	143900
719324	DELL	4	2000	2.3	66900
719400	Apple	16	2000	2.5	135900
719654	HP	4	1000	3.2	72900
719826	Toshiba	16	2000	2.5	63900
719973	DELL	4	2000	3.2	90900
720214	Samsung	8	1000	3.2	68900
720218	MSI	8	2000	1.8	47900
720223	Toshiba	4	2000	2.5	57900
720355	Asus	4	2000	3.2	68900
720795	Asus	16	1000	1.8	41900
720851	Dell	8	500	2.5	76900
720854	Acer	8	2000	3	71900
721247	Dell	16	500	3.2	97900
721448	hp	8	2000	3.2	85900
721859	DELL	8	500	1.8	54900
721961	Acer	4	2000	1.8	42900
721978	hp	8	1000	1.8	46900
722768	HP	8	1000	2.3	54900
722830	Dell	4	2000	1.8	63900
722924	Samsung	8	500	3.2	73900
723009	Dell	16	1000	2.3	77900
723024	DELL	16	500	2.3	70900
723099	Lenovo	4	1000	3	46900
723195	Dell	4	500	2.3	56900
723360	Lenovo	16	1000	2.3	46900
723800	HP	8	500	2.3	47900
723868	HP	4	1000	2.3	43900
723920	Dell	16	1000	2.3	71900
724133	Toshiba	4	1000	2.5	58900
724245	Dell	4	500	1.8	52900
724431	HP	16	2000	2.3	71900
724452	hp	8	2000	3	73900
724534	Acer	8	2000	2.5	70900
724702	Samsung	8	1000	3	66900
724779	Dell	4	2000	3	81900
724807	Apple	16	2000	3.2	157900
724883	asus	16	500	2.3	54900
725010	HP	8	2000	3	73900
725078	Acer	16	2000	2.3	60900
725155	Asus	8	500	3	69900
725584	Acer	4	2000	2.3	43900
725651	Toshiba	8	1000	2.3	53900
726030	MSI	4	2000	3	70900
726279	hp	4	2000	2.5	49900
726327	Dell	4	1000	1.8	51900
726392	Lenovo	8	2000	2.5	53900
726415	Toshiba	8	500	2.3	54900
727421	Apple	16	2000	2.3	123900
727636	Lenovo	8	1000	3	55900
727751	Toshiba	16	500	2.5	60900
728168	asus	4	1000	3	59900
728444	Microsoft	16	1000	3.2	82900
728493	Dell	4	500	3.2	84900
728873	Acer	16	1000	1.8	47900
729020	Microsoft	16	1000	2.5	68900
729104	Toshiba	16	500	2.3	50900
729211	DELL	8	500	1.8	56900
729465	MSI	8	500	2.3	53900
729514	Apple	16	2000	1.8	116900
729590	Acer	16	2000	2.3	59900
729623	Asus	16	500	2.5	61900
729625	Apple	8	2000	2.3	117900
729625	Apple	8	2000	2.3	117900
729642	asus	4	1000	2.5	46900
729846	hp	4	1000	3.2	73900
729948	Samsung	8	1000	1.8	40900
729957	HP	4	1000	2.3	40900
730002	hp	16	500	1.8	45900
730025	MSI	16	500	1.8	50900
730491	Toshiba	16	1000	1.8	45900
730629	hp	4	500	2.3	46900
730645	Apple	8	1000	2.3	113900
730921	Samsung	4	1000	3	64900
731270	hp	8	2000	3.2	82900
731301	Lenovo	4	500	2.5	36900
731502	Dell	16	2000	1.8	71900
731815	Dell	16	2000	1.8	69900
731875	Asus	8	500	3	66900
732205	Toshiba	8	2000	2.3	57900
732347	Microsoft	8	2000	3.2	93900
732514	hp	16	2000	3	80900
732620	Asus	4	500	2.3	42900
732887	MSI	16	1000	3	76900
733136	hp	4	500	2.3	34900
733428	asus	16	2000	2.5	70900
733449	Dell	8	500	2.5	72900
733572	unknown	16	2000	3.2	85900
734043	Apple	8	500	1.8	108900
734165	Toshiba	4	1000	2.5	48900
734666	Lenovo	8	500	3.2	57900
734756	Microsoft	4	1000	2.3	45900
734871	Microsoft	16	1000	3	70900
734973	Asus	4	1000	3	58900
735141	Lenovo	4	500	2.3	27900
735165	Acer	16	500	2.3	57900
735464	Lenovo	16	500	3	52900
735666	Lenovo	8	2000	1.8	37900
735854	Samsung	4	2000	2.3	45900
735866	Samsung	4	2000	2.3	51900
735870	Lenovo	8	500	2.5	40900
736046	Samsung	16	2000	1.8	55900
736223	DELL	4	1000	2.5	68900
736229	Apple	4	1000	2.3	104900
736234	DELL	8	500	2.3	66900
736399	MSI	4	500	3.2	72900
736471	MSI	8	1000	3.2	82900
736571	Acer	4	500	2.3	44900
